title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus male upstream oxygen sensor compatible with 2008-2010 mazda 5 2.3l & 2006-2013 mazda 3 2.0l & 2006-2010 mazda 3 2.3l,https://www.amazon.com/MOSTPLUS-Upstream-2008-2010-2006-2013-2006-2010/dp/B076KP22W2/ref=sr_1_131?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-131,B076KP22W2,MOSTPLUS,sensors,32.88,0-50$,60,1973,0.115577884,,234-5058 213-4610 LFL7-18-8G1B LFL7188G1B LFN7188G1 LFN7-18-8G1 LFJD188G1A 19239878 25025029,0.30625,0-1pound,6.81 x 3.82 x 1.69 inches,1-50sq.inch,United Arab Emirates,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vesafe tire pressure sensor replacement sensor,https://www.amazon.com/Vesafe-Tire-Pressure-Sensor-Replacement/dp/B07WHD1PN6/ref=sr_1_132?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-132,B07WHD1PN6,Vesafe,sensors,25.99,0-50$,184,4782,0.280128454,,,0.039625,0-1pound,3.4 x 1.9 x 1.5 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4052 oxygen sensor,https://www.amazon.com/Denso-234-4052-Oxygen-Sensor/dp/B000C5WCNQ/ref=sr_1_134?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-134,B000C5WCNQ,Denso,sensors,53.92,51-100$,30,1618,0.094782066,OXYGEN SENSOR,234-4052,0.2625,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oyeauto mass air flow sensor meter maf compatible with audi volkswagen 99-06 golf 99-14 jetta 98-10 beetle 00-06 a4 1.8l 07-10 q7 04-09 s4,https://www.amazon.com/OYEAUTO-Sensor-Compatible-Volkswagen-Beetle/dp/B09C31S378/ref=sr_1_137?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-137,B09C31S378,OYEAUTO,sensors,22.99,0-50$,40,920,0.053893387,,,0.149375,0-1pound,3.82 x 3.35 x 2.44 inches,1-50sq.inch,,Air flow sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roadfar 315mhz programmed tire pressure monitoring system sensor (tpms) 13598771 13598772 13586335 sets of 4,https://www.amazon.com/ROADFAR-Pressure-Monitoring-Cadillac-Chevrolet/dp/B07JPLBCJP/ref=sr_1_138?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-138,B07JPLBCJP,ROADFAR,sensors,39.99,0-50$,1339,53547,3.136770872,,"13598771,13598772, 13586335,13581558, 13598255,22854866, 12768826,20922900, 13589597,25920615, 15921013,20923680, 25799331,23445327, 22853741,15254101, 15920615,15123145, 25952370,15922396",0.2625,0-1pound,3.27 x 2.95 x 1.18 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax 15717 oxygen sensor 250-24001 15716 15664 heated o2 sensor original equipment replacement pack of 2,https://www.amazon.com/KAX-250-24001-Downstream-Equipment-Replacement/dp/B08D8ZCLN7/ref=sr_1_140?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-140,B08D8ZCLN7,KAX,sensors,31.99,0-50$,38,1216,0.071232999,,250-24001 15717 15716 15664,0.61875,0-1pound,8.58 x 5.51 x 2.24 inches,101-200sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus 234-9064 234-4733 air fuel ratio o2 oxygen sensor upstream & downstream compatible with 2003-2011 honda element 2.4lset of 2,https://www.amazon.com/MOSTPLUS-234-9064-Downstream-Compatible-2003-2011/dp/B08P6FY4ZH/ref=sr_1_141?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-141,B08P6FY4ZH,MOSTPLUS,sensors,75.99,51-100$,71,5395,0.316037852,,"234-4733 250-24398 234-4352 36532PZAA01 OS5495 13708 OS5275 234-4224 350-34101 15476 15407 15575 13371 06365PHMA20 36531P2PA01 36532PZDA01 06365PZAA00 36532PZA306, 234-9064 SG1845 C5015-327102-ND KN4-461 213-3904 5S626 36532PZAA01 OS5495 13708 OS5275 15574 36531-PZD-A01 36531-PRB-A11 36531PNDA21 36531PPA003 36531PRBA11 36531PZDA01 36531PZDA02 36531RAAA02",0.4625,0-1pound,6.77 x 3.94 x 1.81 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tire pressure sensor 315mhz tpms snap-in 4pcs replacement original equipment for ford lincoln vpg mercury replaces oe number 9l3z-1a189-a de8t-1a180-a de8t-1a180-aa g1ez1a189a dr3z1a189a,https://www.amazon.com/Replacement-9L3Z-1A189-DE8T-1A180-DE8T-1A180-AA-G1EZ1A189A/dp/B09C5BNZ7H/ref=sr_1_142?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-142,B09C5BNZ7H,BDFHYK,sensors,41.99,0-50$,53,2225,0.130339985,,"9L3Z-1A189-A, DE8T-1A180-A, DE8T-1A180-AA, DR3Z1A189A, G1EZ1A189A",0.33125,0-1pound,3.94 x 3.62 x 2.64 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otuayauto 55573248 map manifold absolute pressure sensor air intake switch - replacement for chevy 09-11 aveo 07-19 impala 08-19 buick enclave 07-13 gmc sierra 1500,https://www.amazon.com/OTUAYAUTO-55573248-Manifold-Absolute-Pressure/dp/B07XHKWQ17/ref=sr_1_143?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-143,B07XHKWQ17,OTUAYAUTO,sensors,14.99,0-50$,109,1634,0.095719342,,"AS372, 12591290, BACB51-945001, 5S8025, SU9491, 2133842, 0261230282, 55573248, 1101152351241",0.0571875,0-1pound,4.06 x 2.4 x 1.54 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acdelco gm original equipment 213-3521 ignition knock (detonation) sensor,https://www.amazon.com/ACDelco-213-3521-Original-Equipment-Detonation/dp/B000K02EDG/ref=sr_1_144?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-144,B000K02EDG,ACDelco,sensors,35,0-50$,538,18830,1.103057044,GM Original Equipment,12589867,0.18,0-1pound,2.7 x 2.7 x 2.3 inches,1-50sq.inch,,Detonation sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gm genuine parts afs138 heated oxygen sensor,https://www.amazon.com/ACDelco-AFS138-Original-Equipment-Heated/dp/B000C9PZHM/ref=sr_1_146?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-146,B000C9PZHM,General Motors,sensors,29.41,0-50$,120,3529,0.206728004,,19178961,0.26875,0-1pound,7.6 x 2 x 2.3 inches,1-50sq.inch,USA,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otuayauto camshaft position sensor - replacement for chevy express silverado suburban tahoe gmc envoy yukon savana sierra cadillac escalade hummer h2 pontiac - fits 1999-2007 vehicles - oem 12561211,https://www.amazon.com/OTUAYAUTO-Camshaft-Position-Silverado-Suburban/dp/B07VKB6VRS/ref=sr_1_147?dchild=1&keywords=sensor&qid=1633487078&s=automotive&sr=1-147,B07VKB6VRS,OTUAYAUTO,sensors,15.99,0-50$,98,1567,0.091794497,,,0.149375,0-1pound,5.8 x 4.3 x 2.1 inches,51-100sq.inch,,Position sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorman 974-009 tire pressure monitoring system sensor for select models,https://www.amazon.com/Dorman-974-009-Pressure-Monitor-System/dp/B001UCB1C8/ref=sr_1_152?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-152,B001UCB1C8,Dorman,sensors,28.16,0-50$,38,1070,0.062680352,974-009,10394110,12768826,13581558,13586335,13589255,13589597,13598771,13598772,15123145,15202272,15254101,15268606,15825475,15921013,15922396,20922900,20923680,20925924,22853741,22854866,25799331,25920615,25952370, 43130-85Z00, 43130-85Z03,1047,20153,20158,9158, SE53007, TPM151A, TPM24, TPM24A, TPM45, TPM45A, TPM46,0.1,0-1pound,2.75 x 3.14 x 1.38 inches,1-50sq.inch,Taiwan,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodge ram 1500 3.6l 5.7l 8 speed auto fuel pressure sensore mopar oem,https://www.amazon.com/Dodge-Speed-Pressure-Sensore-Mopar/dp/B01DWSXV1Q/ref=sr_1_153?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-153,B01DWSXV1Q,Mopar,sensors,64.96,51-100$,90,5846,0.342457328,,,0.09875,0-1pound,8 x 7 x 1 inches,51-100sq.inch,,Fuel sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
himiki knock sensor with harness 12601822 12589867 compatible with chevy gmc cadillac yukon tahoe sierra silverado suburban express 1500 2500 3500 camaro corvette escalade,https://www.amazon.com/HIMIKI-12601822-12589867-Compatible-Silverado/dp/B08D6DW1Z4/ref=sr_1_154?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-154,B08D6DW1Z4,HIMIKI,sensors,22.99,0-50$,116,2667,0.156232243,,12589867,0.675,0-1pound,5.51 x 2.95 x 2.76 inches,1-50sq.inch,,Knock sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walker products 350-34039 oxygen sensor original equipment replacement downstream upstream o2 sensor 1 pack,https://www.amazon.com/Walker-Products-350-34039-Oxygen-Sensor/dp/B01IAFTUDO/ref=sr_1_155?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-155,B01IAFTUDO,Walker Products,sensors,22.89,0-50$,206,4715,0.276203609,,15511 23159 234-4547 SU6893 SG736 213-2965 7893.40.045 ES11003 OS5249 11955,0.24,0-1pound,2.2 x 2 x 5.9 inches,1-50sq.inch,USA,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax mass air flow sensor 245-1102 1l2z12b579arm af10128 af10127 maf sensor original equipment replacement mass air flow sensor compatible with escort e-150 econoline e-250 econoline escort windstar,https://www.amazon.com/KAX-1L2Z12B579ARM-Equipment-Replacement-Compatible/dp/B08QMNBB3T/ref=sr_1_158?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-158,B08QMNBB3T,KAX,sensors,23.99,0-50$,30,720,0.042177433,,"245-1102 336-05213, 05215, 05227 60611,1L2Z12B579ARM MAS0118 AF10128 SU6636 MAS0119 245-898 917-819 917-818 MA1005 245-1102 MA1006 245-2898 245-3102 AF10127 SU6637 EMS00049",0.35,0-1pound,5.39 x 5 x 4.65 inches,101-200sq.inch,,Air flow sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tekton 3/8 inch drive x 7/8 inch offset 6-point oxygen sensor socket | 47749,https://www.amazon.com/TEKTON-47749-8-Inch-Offset-Oxygen/dp/B00GMN4D1Q/ref=sr_1_161?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-161,B00GMN4D1Q,TEKTON,sensors,12.99,0-50$,915,11886,0.69627913,,,0.3375,0-1pound,2.2 x 1.4 x 1.2 inches,1-50sq.inch,Taiwan,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12562266 d1819a engine oil pressure sensor & switch unit compatible with gmc chevy buick cadillac isuzu oldsmobile pontiac 10068546 10240133 12562571 97225635 ps216 1s6632 ps230,https://www.amazon.com/12562266-Pressure-Compatible-Cadillac-Oldsmobile/dp/B08KG98WHX/ref=sr_1_162?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-162,B08KG98WHX,SEINECA,sensors,19.52,0-50$,45,878,0.051433037,,,0.131875,0-1pound,4.13 x 2.4 x 1.02 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamkken 917-705 299810282 5073599aa 235-1232 camshaft position cam sensor compatible with dodge charger dakota durango magnum ram 1500 2500 3500 jeep grand cherokee liberty chrysler 300 raider,https://www.amazon.com/TAMKKEN-Camshaft-Position-299810282-5073599AA/dp/B0827CLMNH/ref=sr_1_163?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-163,B0827CLMNH,TAMKKEN,sensors,16.99,0-50$,86,1461,0.085585042,,Compatible Oem part no.: 917-705 299810282 5S1277, CSS635, PC244, PC244T, SU3180 5073599AA,56028133, 56028133AB, 56028133AC, 56028133AD, 56028133AE, 56041584AA, 56041584AB, 56041584AC, 56041584AD, 56041584AE, 56041584AF 235-1232,0.149375,0-1pound,3.6 x 2 x 1.9 inches,1-50sq.inch,,Cam sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-5010 air fuel ratio sensor,https://www.amazon.com/Denso-234-5010-Fuel-Ratio-Sensor/dp/B00199DZT4/ref=sr_1_164?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-164,B00199DZT4,Denso,sensors,76.74,51-100$,90,6907,0.404610462,OXYGEN SENSOR,234-5010,0.25,0-1pound,4.65 x 3.98 x 5.94 inches,101-200sq.inch,China,Fuel sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scitoo mass air flow sensor maf meter 3pins fit for chevy impalaluminaberettas10blazercapricecorsicafor gmc jimmysafarisonomafor isuzu amigoaxiomhombrerodeotrooper8192072020 af10055,https://www.amazon.com/SCITOO-Oldsmobile-1996-1998-1999-2004-8250083090/dp/B077TNVV6Y/ref=sr_1_165?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-165,B077TNVV6Y,SCITOO,sensors,38.02,0-50$,30,1141,0.066839516,,25180303 28302M 8192072020 8251803030 8250083090 19207202 AF10055,1.65,1.1-2pound,24.25 x 1 x 1 inches,1-50sq.inch,,Air flow sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngk 23023 oxygen sensor,https://www.amazon.com/NGK-23023-Oxygen-Sensor/dp/B000C5PY1S/ref=sr_1_166?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-166,B000C5PY1S,NTK,sensors,31.49,0-50$,71,2236,0.130984363,OXYGEN SENSOR,4605654,4606037,4606091,4606140,5233088,56028200,56028301,0.2,0-1pound,24.25 x 1 x 1 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax mass air flow sensor 245-1067 25008307 af10056 af10057 af10059 af10058 maf sensor original equipment replacement mass air flow sensor assembly compatible with escalade c1500 truck camaro corvette,https://www.amazon.com/KAX-245-1067-Equipment-Replacement-Compatible/dp/B09136VXYG/ref=sr_1_167?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-167,B09136VXYG,KAX,sensors,37.99,0-50$,198,7522,0.44063702,,,1.65,1.1-2pound,6.1 x 4.88 x 4.8 inches,101-200sq.inch,,Air flow sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
himiki fuel rail injection pressure sensor 3f2z9g756ac works with crown victoria f150 e150 f250 e250 f350 e350 super duty escape expedition explorer five hundred focus fusion mustang taurus more,https://www.amazon.com/HIMIKI-Injection-Pressure-3F2Z9G756AC-Expedition/dp/B08D6KNS79/ref=sr_1_168?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-168,B08D6KNS79,HIMIKI,sensors,20.49,0-50$,244,5000,0.292898843,,"0261230093, 3F2E9-G756-AD, 3F2Z9-G756-AC, 3F2Z9G756AC, CM5226,CM5229",0.11,0-1pound,2.64 x 2.17 x 2.05 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4161 oxygen sensor,https://www.amazon.com/Denso-234-4161-Oxygen-Sensor/dp/B000C5SGAO/ref=sr_1_169?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-169,B000C5SGAO,Denso,sensors,44.96,0-50$,67,3012,0.176442263,OXYGEN SENSOR,234-4161,0.2,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus downstream upstream o2 oxygen sensor compatible with 96 97 98 chevrolet silverado 1500 (set of 4) 9617178 234-4012 sg454 sg236 13474 234-4018 for 17 pan bolts 4l80e transmission,https://www.amazon.com/MOSTPLUS-Downstream-Upstream-Chevrolet-Silverado/dp/B076WN1V87/ref=sr_1_171?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-171,B076WN1V87,MOSTPLUS,sensors,47.99,0-50$,69,3311,0.193957614,,"234-4012 SG454 SG236 OS820 AFS105 AFS75 9617178 19178918 19178930 25312200 ES20317 15703 21006 2344012 SU187, 234-4018 234-4112 250-24018 25312203 25315373 5S3120 13474 21539 ES20000 2344018 19178116 19178945 251313961 25161128 SU1293 SG272 25163080 25164488 25312194 25312201",1.15,1.1-2pound,9 x 4 x 3 inches,101-200sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirozo 234-9021 air fuel ratio o2 oxygen sensor upstream for lexus es300 2000-01 for toyota avalon 2000-04 for toyota camry 01 for toyota sienna 2001-03 for toyota solara 2001-03 1pcs,https://www.amazon.com/MIROZO-234-9021-Upstream-2000-01-2000-04/dp/B08RYSGB8K/ref=sr_1_172?dchild=1&keywords=sensor&qid=1633487105&s=automotive&sr=1-172,B08RYSGB8K,MIROZO,sensors,42.99,0-50$,30,1290,0.075567902,,"234-9021, Alternate/OEM Part Number(s): 8946733030, 8946741030, 8946741040",0.2875,0-1pound,7.09 x 3.15 x 1.97 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doskjok air fuel ratio o2 oxygen sensor upstream downstream 234-4587 replacement for 250-24253 heated compatible with dodge ram1500/ram2500/ram3500/durango/dakota jeep grand cherokee/liberty/wrangler,https://www.amazon.com/DOSKJOK-Downstream-Replacement-250-24253-Compatible/dp/B08YKB9V49/ref=sr_1_173?dchild=1&keywords=sensor&qid=1633487133&s=automotive&sr=1-173,B08YKB9V49,DOSKJOK,sensors,19.99,0-50$,60,1199,0.070237143,,234-4587,0.2875,0-1pound,7.2 x 3.07 x 2.36 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-premium o2 oxygen sensor replacement for honda accord 1998-2002 i4 2.3l f23a1 f23a5 upstream and downstream 2-pc set,https://www.amazon.com/Premium-1998-2002-I4-2-3L-Upstream-Downstream/dp/B07CRJ4FSF/ref=sr_1_174?dchild=1&keywords=sensor&qid=1633487133&s=automotive&sr=1-174,B07CRJ4FSF,A-Premium,sensors,47.99,0-50$,50,2400,0.140591445,,"36532PAAL01, 36532PAAL02, 36532PLRA11",1.2,1.1-2pound,6.4 x 4.9 x 2.7 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorman 601-175 steering wheel position sensor for select cadillac/chevrolet/gmc models,https://www.amazon.com/Dorman-601-175-Steering-Position-Chevrolet/dp/B07YYW6FJK/ref=sr_1_175?dchild=1&keywords=sensor&qid=1633487133&s=automotive&sr=1-175,B07YYW6FJK,Dorman,sensors,44.81,0-50$,45,2016,0.118096814,,19418403,20910871,0.2,0-1pound,4.72 x 2.99 x 3.14 inches,1-50sq.inch,China,Position sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
